naics_code,safegraph_place_id,location_name,street_address,city,region,postal_code,country,phone,latitude,longitude
512131,sg:75bf01e068cd4fb9804ebfecbcaf44b5,New Dodge Lounge,8850 Joseph Campau St,Hamtramck,MI,48212,US,13138745963,42.391008,-83.05361
311811,sg:edb310c0d67747a9b9a49029444df9f1,Oven Fresh Thrift Store,3801 Wilder Rd Ste 7,Bay City,MI,48706,US,19896670551,43.624281,-83.901789
451211,sg:464359268fc94c438db87b1e0b3aad76,Grace Monument,635 State Rd,Vassar,MI,48768,US,19898232866,43.35989,-83.579995
311811,sg:602191e1bbe7458dbd45e1700c9cc271,Heritage Bakery,37458 5 Mile Rd,Livonia,MI,48154,US,17344641855,42.396772,-83.413743
712110,sg:5e29b60a82b54c5f9a6d2583931763d8,Museum Of New Art,15655 33 Mile Rd,Armada,MI,48005,US,12486514941,42.820328,-82.974992
451211,sg:80a9d584beaa4f2884547827974f8cea,Brooks Books,1234 Ford Ave,Wyandotte,MI,48192,US,,42.214178,-83.168208
451211,sg:f7e5afbec3c4422494d982615010b42f,Sanctum Sanctorum Comics and Oddities,15071 Northville Rd,Plymouth,MI,48170,US,12487168288,42.392481,-83.469268
451211,sg:88a41fe1ee1b41e5a6d6cee8ff7e65ca,Mecosta Book Gallery,171 W Main St,Mecosta,MI,49332,US,12319724140,43.620549,-85.227138
311811,sg:c3a053fec18b45f0b592c2ea69c2adfb,Golden Brown Bakery,201 State St,Saint Joseph,MI,49085,US,12699832002,42.110136,-86.481064
311811,sg:3adc4c0dffc94ef59434ff2c611350a8,Your Favorite Cake,2712 Manor Dr,Midland,MI,48640,US,19894301631,43.626367,-84.231819
311811,sg:890bb67c2f4f4d2685afa4412c83392f,La Espiga Dorada Mexican Bakery,33223 Ford Rd,Garden City,MI,48135,US,17344251318,42.32453,-83.369007
451211,sg:b74a447066d74082b386e63eb5d9ded5,ATS Printing,22040 Gratiot Rd,Merrill,MI,48637,US,19896437288,43.409475,-84.350919
451211,sg:4cf4aba3fd3d4bb88e4bce8f704daef9,Gatto's Place,28311 Gratiot Ave,Roseville,MI,48066,US,15862045759,42.504372,-82.932587
311811,sg:d9ee4d9a15bf422abd0e80dc1ff9209e,Soulard's,126 N Church St,Coloma,MI,49038,US,12699449494,42.186669,-86.306582
451211,sg:7d40a8e3946b41c2a4fa266b3d5a6c4f,Christian Science Reading Rooms,412 S Main St,Rochester,MI,48307,US,12486511881,42.681221,-83.133339
451211,sg:9e607dfab0bb4761918f2f25bf350879,Amazing Book Store,3718 Richfield Rd,Flint,MI,48506,US,18107363025,43.050567,-83.640049
712110,sg:9b4b0895004247449472d6d486a92d57,Ukrainian American Archives & Museum,11756 Charest St,Hamtramck,MI,48212,US,13138926563,42.405153,-83.059909
451211,sg:9f4e872812144c21bcda0d2a057cdb02,Secretary of State,128 W Main,Stanton,MI,48888,US,19898314106,43.292839,-85.081969
445291,sg:66a6d4cb9bb94a8b922149614676a094,Mrs. Fields Gifts,3200 S Airport Rd W Ste 242,Traverse City,MI,49684,US,12319291018,44.724944,-85.64157
311811,sg:6b6ed6af43cd420eb4b802d36466e1e9,Sweetie licious Bakery Cafe',108 N Bridge St,Dewitt,MI,48820,US,15176699300,42.842442,-84.568821
451211,sg:ae5ae803ba53406996641e1a124aebe7,Detroit Book City,24361 Greenfield Rd Ste 305,Southfield,MI,48075,US,12489933844,42.46977,-83.201863
451211,sg:c13a99210a164024986446443855b4de,Top of the Ninth,1120 E Eighth St,Traverse City,MI,49686,US,,44.758433,-85.594488
512131,sg:8a0380108878432eb42ceaea8a9f0607,Club 69,1410 S Saginaw St,Flint,MI,48503,US,18102320281,43.007797,-83.683238
512131,sg:f880236ffc8143cb883efe4cf235d9d5,Deja Vu Showgirls,2402 S Dort Hwy,Flint,MI,48507,US,18107671560,43.0006,-83.654605
512131,sg:63299694327449fba21a499cdc4e0e15,Punchline Comedy Lounge,29555 NW Hwy Ste 312,Southfield,MI,48034,US,12489969641,42.504092,-83.316467
311811,sg:e119e4c99b9341b6946474d56c2de915,Le Roi Pastry Shop,7038 Schaefer Rd,Dearborn,MI,48126,US,13135822500,42.342827,-83.176403
311811,sg:1d6ca2c009574e979dcef46d14816a1b,Smallcakes,3520 Okemos Rd Ste 2,Okemos,MI,48864,US,15177087253,42.68385,-84.431642
712110,sg:fb8475e57f294f48a1f9eb793be509c0,Dennos Museum Center,1701 E Front St,Traverse City,MI,49686,US,,44.764666,-85.587654
311811,sg:4798ec3952b346fc8bdf6d07bd5a8796,Peoples Brothers Bakery,2765 S Fort St,Detroit,MI,48217,US,13133839090,42.268961,-83.160779
512131,sg:bcbd474d18b34ad98bc81a0d0f080ec1,The Token Lounge,28949 Joy Rd,Westland,MI,48185,US,17345135030,42.354558,-83.327712
451211,sg:07d72c6310a6407aa72e63f11cb50bf2,Imagine Planet,632 E Michigan Ave,Jackson,MI,49201,US,17343589893,42.248857,-84.398929
451211,sg:2f9f2bfe5f224954ba8f579ca4a60d37,Bilflex,14154 Telegraph Rd,Redford,MI,48239,US,,42.388171,-83.275644
451211,sg:e4d7638490b74f629dd867dd6c66f560,Buy The Book,2894 S Huron Rd,Kawkawlin,MI,48631,US,19896847876,43.655825,-83.946543
712110,sg:48c205e286244206add378ec83ec708f,African Bead Museum,6559 Grand River Ave,Detroit,MI,48208,US,13138983007,42.356093,-83.108803
512131,sg:3cc329ad384740ff86d67c50b5009eb3,DTE Energy Music Theatre,33 Bob Seger Dr,Clarkston,MI,48348,US,,42.745163,-83.372279
311811,sg:a12ecfbbd25f436eae922932d3e3b1e1,My Coffee Delivered,Lafayette St,Greenville,MI,48838,US,16168353606,43.172943,-85.252908
451211,sg:aa82114d81a54bb3b57ac9fffab1c193,Michelle Louise Studio,324 N Queen St,Nashville,MI,49073,US,12318380905,42.605671,-85.090488
512131,sg:59569793552349b0853e8146ed27ca57,The Sanctuary,2932 Caniff St,Hamtramck,MI,48212,US,13134624117,42.399852,-83.058964
512131,sg:695a9a65e6f54dbf93423df17b27c2f6,Celebration! Cinema,1506 Eastport Dr SE,Grand Rapids,MI,49508,US,,42.849386,-85.628298
451211,sg:76377d943d5f47fe8eea5b26b31012eb,Hilal Books,1520 Washington Blvd,Detroit,MI,48226,US,13139636477,42.33503,-83.050463
451211,sg:8ec7d512e53d418dbae3060869583560,Trim Tech,9191 Hudson Rd,Pittsford,MI,49271,US,15175233919,41.858926,-84.472613
512131,sg:f830dfdc42914baf8de07e60e23a81a3,IMAX,200 E Edgewood Blvd,Lansing,MI,48911,US,15173937469,42.659957,-84.549524
451211,sg:07ee13c2119441c6aa97942b1a4b15f4,C & B Upholstering,12270 Jeddo Rd,Brockway,MI,48097,US,18103873638,43.147339,-82.830451
712110,sg:04371a74eefe48ef9dfeb202831f2cd2,Copper Range Historical Museum,44 Trimountain Ave,South Range,MI,49963,US,19064826125,47.070036,-88.643682
512131,sg:a0d984f2550545e2a5a39493981208c7,Planet Ant Theatre,2357 Caniff St,Hamtramck,MI,48212,US,,42.398513,-83.06388
451211,sg:8c5ef68d36f846f898f3aaa1da85a174,Wcccd Bookstore,28873 Highland Rd,Romulus,MI,48174,US,17349471663,42.236379,-83.32053
445291,sg:dd5e5d3638534206a9cc5b44e9aefa37,Pretzelmaker,1768 W Michigan Ave,Jackson,MI,49202,US,15177897808,42.249534,-84.436792
712110,sg:9bbbfa7fcd8044c2930ef6254b8d40e6,Marshall M Fredericks Sculpture Museum,7400 Bay Road,University Center,MI,48710,US,19899647125,43.51434,-83.963716
451211,sg:023a8d721dc2498f99c472e4a0c19755,Time Travelers Comics Card & Collectables,3277 12 Mile Rd,Berkley,MI,48072,US,12482913029,42.502793,-83.192247
311811,sg:befc39070a8344d8bbfc0047e7ab766d,Simply Sweet By Jessica,324 E Mitchell St,Petoskey,MI,49770,US,12316228322,45.373573,-84.956197
512131,sg:bf6173069c4645979d9e84e55a02602a,The Ringwald Theatre,22742 Woodward Ave,Ferndale,MI,48220,US,12485455545,42.460242,-83.133784
451211,sg:d7abe51e9a334d9d8e32f3aadc87004c,Book Store,330 Main St,Frankfort,MI,49635,US,12313529720,44.632419,-86.240293
451211,sg:6f3b1ad0aa2947579311594799e35ddf,Mays Used Records,126 W 8 Mile Rd,Hazel Park,MI,48030,US,12485477470,42.447528,-83.10459
451211,sg:a52e50d2fb8d493a845b9b8aaecf838c,Hall of Heroes,201 1/2 E Broadway St,Mount Pleasant,MI,48858,US,19897738464,43.604718,-84.774574
512131,sg:00e93dc3cb8640c599c4ef5ff266f39e,Flight Club,29709 Michigan Ave,Inkster,MI,48141,US,17346412400,42.288292,-83.33227
311811,sg:1191a638a31c48d288622ca909f62bf4,Sheila's Bakery,800 N Perry St,Pontiac,MI,48342,US,12484541975,42.654253,-83.278675
451211,sg:5d2a77c6eedd4584af2c1e3f515691d6,Fanfare,4415 S Westnedge Ave,Kalamazoo,MI,49008,US,12693498866,42.246312,-85.588973
311811,sg:5359f3172f664eb5adbf2186a00ff0ad,Brown Bag Popcorn,2800 W Big Beaver Rd,Troy,MI,48084,US,12487922283,42.56303,-83.183841
512131,sg:0529786313b0420ba55af0a67acf8a18,Sparta Civic Center,75 N Union St,Sparta,MI,49345,US,16168879111,43.162276,-85.70744
451211,sg:1baf1b41154345d8b6518fd37edd5de2,Listen To HIS Heartbeat,5800 Wisner Hwy,Adrian,MI,49221,US,15172637068,41.967358,-84.045971
512131,sg:dbc3d818a35e4103aab04c2a2bb2001f,Ford Wyoming Drive in,10400 Ford Rd,Dearborn,MI,48126,US,13138466910,42.330941,-83.160332
712110,sg:bbf723e56ce4472d90cf82b5c9ef35e3,R E Olds Transportation Museum,240 Museum Dr,Lansing,MI,48933,US,15173720422,42.731298,-84.548049
512131,sg:6763b1d32edb43879bf4cde21a0ace39,The Wexford Civic Center,1320 N Mitchell St,Cadillac,MI,49601,US,12317799520,44.268928,-85.403923
451211,sg:6b576bae6d084af6ac9a45c6b2d7131b,Cross Street Book Shop,523 W Cross St,Ypsilanti,MI,48197,US,17344843000,42.245556,-83.62004
512131,sg:df3f0aabe1b240528937d6badb980fa3,Celebration! Cinema,123 Ionia Ave SW,Grand Rapids,MI,49503,US,,42.960425,-85.670059
451211,sg:dfdc0f782e1b4c808ab7d74efdc3c579,Too Little Time,1305 Gratiot Blvd,Marysville,MI,48040,US,18103644590,42.919993,-82.475775
311811,sg:3569a3a743684f9d8789b95c04264ba6,Sweet Tooth Cakes & Pastries,6617 Allen Rd,Allen Park,MI,48101,US,13133895336,42.25789,-83.208865
512131,sg:c622231651a343fe831986940d5fc493,Hayes Township Civic Center,2055 E Townline Lake Rd,Harrison,MI,48625,US,19895391189,44.032112,-84.805276
311811,sg:30dc49be89d14368b2927b2bc95a0dcb,Aunt Millie's Bakery,45789 Port St,Plymouth,MI,48170,US,17344511174,42.386787,-83.495019
311811,sg:67ea0e87154240d5a6a3bec2e3896484,The Cookie Jar,3207 S Saginaw St,Flint,MI,48503,US,18109361107,42.994418,-83.677165
311811,sg:93ddf09e7904432abf55c057a72c70c3,Suzie's Pies,8486 M 119,Harbor Springs,MI,49740,US,12318816841,45.427459,-84.907645
512131,sg:e5b687d2d0ea484f93df35061d0008d0,M 89 Cinema,392 Oaks Xing,Plainwell,MI,49080,US,12696852121,42.447864,-85.668012
512131,sg:db515a4937c04b23a98852d62e57869d,Sperry's Moviehouse,86 W 8th St,Holland,MI,49423,US,,42.790027,-86.11106
311811,sg:599036afebbb496c80319f0b7cafd29a,Cake Lady,19210 W McNichols Rd,Detroit,MI,48219,US,13135374782,42.415544,-83.230696
311811,sg:9b60ab0638c547a78683f325ff57edbd,Diamond Bake Shop,6722 Orchard Lake Rd,West Bloomfield,MI,48322,US,12486262212,42.539808,-83.36253
512131,sg:5716eb32e6c242328556223ed13d0b96,The Ark,316 S Main St,Ann Arbor,MI,48104,US,17347611818,42.279229,-83.748798
311811,sg:bcc41b19c84445989d0589f4481be2ca,Elm Cakes,734 Superior Pkwy,Westland,MI,48185,US,12484255618,42.314049,-83.426678
512131,sg:794979fad2884427b1e5dec09456dcab,The Independent Comedy Club,2320 Caniff St,Detroit,MI,48212,US,,42.397945,-83.064209
451211,sg:6618f203d1424b74a3a2b04bbdbb062b,Puritan and Reformed Bookstore,4690 Cottonwood Dr,Holland,MI,49423,US,,42.761175,-86.18722
712110,sg:a04116d65aa843b29f1beb5539e1d344,Presque Isle County Historical Museum,176 W Michigan Ave,Rogers City,MI,49779,US,19897344121,45.420217,-83.817936
311811,sg:41af0c3caafe46f791f4218b49597f2d,Just Delicious Scones & The Royal Treat Tea Room,28750 Utica Rd,Roseville,MI,48066,US,15868598814,42.508268,-82.93487
512131,sg:2d40bfea9acb4fb09402904fcba1a098,AMC Entertainment,3000 Alpine Ave NW,Walker,MI,49544,US,16167858400,43.018512,-85.686217
712110,sg:f7f85612148f41868d5c90210713826a,Lore Of Lakes Maritime Museum,367 N 3rd St,Rogers City,MI,49779,US,19062894564,45.422635,-83.819644
311811,sg:42ec1474045e46799ea0c8c82729b228,Taystee Bread,1924 Ludington St,Escanaba,MI,49829,US,,45.745948,-87.07554
451211,sg:3635d65d8f984230a4d190fcd17b4476,Unity Book Store,230 S Holmes St,Lansing,MI,48912,US,,42.731326,-84.53325
451211,sg:5df13b343ec54d498e9118c247ecd266,Michigan Book and Supply,317 S State St,Ann Arbor,MI,48104,US,17346654990,42.278777,-83.740449
311811,sg:bb11acb1b75f4987a2c4ce510b2c7989,Ludwick's Bakery,3217 3 Mile Rd NW,Grand Rapids,MI,49534,US,16164536880,43.016183,-85.748602
311811,sg:fe1fed97fa4f490f96dab4860f045da5,Creme Curls Bakery,5292 Lawndale Ave,Hudsonville,MI,49426,US,16166696230,42.864903,-85.873034
451211,sg:672b5662acb346eb817f64712ec3bbd6,KABsocial,2822 Kilburn Ct,Rochester Hills,MI,48306,US,12483293589,42.707527,-83.191326
512131,sg:bc42ad1d87d64961b40af1e49818a605,AMC Entertainment,21720 Allen Rd,Woodhaven,MI,48183,US,17345611060,42.15039,-83.230182
712110,sg:0536aae73b684de0993115cffb9475e8,New Buffalo Railroad Museum,106 N Whittaker St,New Buffalo,MI,49117,US,,41.795251,-86.744885
445291,sg:5518524afe9840869cdf8023454fdcc5,Mrs. Fields Gifts,2800 W Big Beaver Rd Ste Y-321,Troy,MI,48084,US,12486145350,42.562755,-83.183691
451211,sg:65bc0ec789314a1fa500f27e91526f19,Horizon Books,115 S Mitchell St,Cadillac,MI,49601,US,12317759979,44.249631,-85.3985
512131,sg:19faff8ab64a40b9aefb15bdbad4e510,Logan6 inc,206 S Main St Ste 201,Ann Arbor,MI,48104,US,,42.280347,-83.748978
512131,sg:85473569383349719efae43a9feb5ac4,Milford Cinema Theatre,945 E Summit St,Milford,MI,48381,US,12486852290,42.596085,-83.589943
712110,sg:05ab744a0cd94c51a6f84ccd7554ce0f,Museum Of Ojibwa Culture,500 N State St,Saint Ignace,MI,49781,US,19066439161,45.871547,-84.73143
311811,sg:25068d5ceebc483fb67d5223dc833c70,Yummy Cupcakes,39566 Woodward Ave,Bloomfield Hills,MI,48304,US,12484944644,42.583503,-83.244189
311811,sg:85f9daa6151d42e6ab5cdeb9b3062bfb,Le Bon Macaron,951 Cherry St SE,Grand Rapids,MI,49506,US,16167060183,42.959739,-85.645553
451211,sg:a1bd5da54d3d4a8ebdabcfce3bd8b19e,The Lion's Den,1621 Presque Isle Ave,Marquette,MI,49855,US,19062283420,46.559964,-87.396425
512131,sg:5f93999319a24a0988a9d33ceb3b92ec,IMAX,3825 Marketplace Cir,Traverse City,MI,49684,US,12316687395,44.733388,-85.649945
311811,sg:d18157c338aa4558a20d70bfcf5848d1,Bimbo Bakery Outlet,1356 W Hill Rd,Flint,MI,48507,US,18102398070,42.945078,-83.705407
311811,sg:e2e8b080266e4853840f5da3647e40a2,M Street Baking Company,117 N Michigan Ave,Howell,MI,48843,US,15173766797,42.607628,-83.928927
451211,sg:c72ad217e4cc4bf294d683270402bfa0,Celtic Cove Catholic Bookstore,1120 S Lapeer Rd Ste 150,Oxford,MI,48371,US,12486938450,42.808747,-83.250785
451211,sg:a35f5dd9d0964671877c5c9ffd8f7a11,Library & Educational Services,15437 N Red Bud Trl,Buchanan,MI,49107,US,12696951800,41.840991,-86.359972
512131,sg:1136e22b69044667865edd885b7d71c4,20 Front Street,20 E Front St,Lake Orion,MI,48362,US,12487837105,42.783643,-83.239243
311811,sg:92530e0cd7eb4a228c0bd244c93e4ae3,Panaderia Margo,443 Stocking Ave NW,Grand Rapids,MI,49504,US,16164568000,42.971766,-85.685158
451211,sg:02459287ff0b45a49e1233cb4f1289eb,Mayflower Book Shop,2645 12 Mile Rd,Berkley,MI,48072,US,12485478227,42.50299,-83.185433
451211,sg:2e9ccff609a4447084f8eee6a0ff2590,Funny Pages Hobbies,113 N Washington St,Owosso,MI,48867,US,19897259994,42.998056,-84.171017
512131,sg:c97ff800c7ae4b2c9804393fc4defef8,AMC Entertainment,18900 Michigan Ave,Dearborn,MI,48126,US,13139820015,42.317685,-83.224342
311811,sg:0121a5212d7d401f9ae90dfa8675b9f7,Enchanted Oven,103 N Ann Arbor St,Saline,MI,48176,US,17346860110,42.16704,-83.781767
311811,sg:4f0f16f4a8f24dc58e658a1db635d7ae,Great Harvest Bread Co.,2220 S Main St,Ann Arbor,MI,48103,US,17349968890,42.252859,-83.750552
512131,sg:616bf237dd9f4a3e995764c51f180de4,Omar's,316 E Michigan Ave,Lansing,MI,48933,US,15173714500,42.733266,-84.548722
311811,sg:13ca0662dc3540f895e9f718971c34e0,Cake Art,3532 S Pennsylvania Ave,Lansing,MI,48910,US,15173942969,42.69552,-84.538438
311811,sg:9a3c743d2af44d789613fe826c02d1ff,Dearborn Sweets,6456 Greenfield Rd,Dearborn,MI,48126,US,13135815959,42.337562,-83.19556
311811,sg:adbe3d4c6e3f4bcea5f87496edafd520,Chimoski Bakery,720 N Saint Joseph St # M22,Suttons Bay,MI,49682,US,12312712207,44.981415,-85.645854
311811,sg:d12b3e23e70c4c68968730b08c876e33,The Bakery Waterford,4698 Dixie Hwy,Waterford,MI,48329,US,12482592551,42.686722,-83.380765
451211,sg:cd1f26ba2d4944f4bd76f731cf081744,The Gamers Gallery,3901 Chrisopher St Ste D,Hamtramck,MI,48211,US,13135713817,42.394476,-83.04421
512131,sg:c91e6babaf924f41b5186303b548c847,Civic Center,26300 Lee Begole Dr,Novi,MI,48375,US,12487355640,42.483741,-83.462441
712110,sg:129961ba103e48e9a659fd223f50dd54,Kelsey Museum Of Archaeology,3003 S State St # G395,Ann Arbor,MI,48109,US,,42.243233,-83.737254
451211,sg:655f750c979c46aba86e931ce4508fee,Chillermania,1651 S Straits Hwy,Indian River,MI,49749,US,12312380338,45.436326,-84.609072
512131,sg:d899a567f13448c18acc2b1015c9634e,Founders Brewing,235 Grandville Ave SW,Grand Rapids,MI,49503,US,,42.958444,-85.673808
311811,sg:eea02f6f058846ffa64933e8798282e5,Sea Sweet Bakery,5710 Gentian Ct SE,Grand Rapids,MI,49508,US,16169883998,42.859996,-85.621289
451211,sg:84b9b87ff0234321aa69c32c12425dbd,Squirreled Away Books Inc,22985 W Main St,Armada,MI,48005,US,15867848873,42.844136,-82.885163
451211,sg:f82f543850bf46b5a76316accb138124,Bob's Bullpen,125 N Second Ave,Alpena,MI,49707,US,19893569558,45.062896,-83.432634
311811,sg:7e29d145f334454495a5362a1619a9a1,Rise & Shine Bakery,215 S Railroad St,Stephenson,MI,49887,US,19067534241,45.415938,-87.610591
311811,sg:06680a1965934cf5a2d064c59dd5d0d4,Baffo's Enterprise,18556 Fort St,Riverview,MI,48193,US,17342816753,42.173587,-83.189848
311811,sg:e5ecd290a96a45368acc2d4553564760,Ellen's Bakery & Cafe,2495 Orchard Lake Rd,Sylvan Lake,MI,48320,US,12486815700,42.608879,-83.334546
451211,sg:6c454b1614f9421c9788dc7969ca174a,Search Optics,531 Vester St,Ferndale,MI,48220,US,12484190191,42.461949,-83.125899
512131,sg:f04e07dde9074070af1ade74c9f777bf,Centerfold Lounge,20222 John R St,Highland Park,MI,48203,US,13138927333,42.443907,-83.102462
451211,sg:671ddcfc7d4840719b0d5773c85333d6,Oshtemo Pharmacy and Cafe,635 N 9th St Ste E,Kalamazoo,MI,49009,US,12694598653,42.293949,-85.682736
512131,sg:1628e5ee98664027ba6a49d33e648b4e,Detroit Film Theatre,5200 Woodward Ave,Detroit,MI,48202,US,13138337887,42.359536,-83.06403
311811,sg:224ee687a6944d65a7fe9953ebedc579,Ida's Pastry Shoppe,7645 Riverview Dr,Jenison,MI,49428,US,16164574850,42.908067,-85.79108
451211,sg:097e8843bb85425a85094469253d11ea,Rad Raptor Comics,209 N Main St Ste 1,Adrian,MI,49221,US,15177594102,41.900691,-84.035605
451211,sg:4f7098e3039b49468584ff2abdd9622f,Kimberly's Escape,313 N Union St,Tecumseh,MI,49286,US,17346746630,42.007641,-83.95056
311811,sg:809bff3f877b4ad088957960e02afc22,Confections By Lynn,10101 Willis Rd Ste B,Willis,MI,48191,US,17344855966,42.158582,-83.559133
311811,sg:d3a2353af83d4df997efbb7df66567ad,Hermann's Bakery,317 S Main St,Royal Oak,MI,48067,US,12485413218,42.487588,-83.143803
451211,sg:72331ef75db34d0382568a22fdb90f58,Ready Jetter,29488 Woodward Ave,Royal Oak,MI,48073,US,,42.507518,-83.175601
512131,sg:53b0e67b112c40d185e4891aae8a92fd,DeVos Performance Hall,303 Monroe Ave NW,Grand Rapids,MI,49503,US,16167426500,42.968137,-85.672864
311811,sg:436ee21304b04ae0ad561dd4fbbc408a,Sweet Baker,5802 Dogwood Dr,Tecumseh,MI,49286,US,15172632600,41.967592,-84.013758
451211,sg:fbf6c4d3dcf94b7092d6552011fc4553,Black River Books,330 Kalamazoo St Ste 2,South Haven,MI,49090,US,12696377374,42.402147,-86.276102
451211,sg:0a72d45bdfb441b68ce8e1b781fa84fc,Discount Hobby,5700 Beckley Rd Ste E20C,Battle Creek,MI,49015,US,12699792262,42.257983,-85.185039
712110,sg:ad5b65fb00214eea9de6201f838c0ae6,Michigan Museum Of Military Transport Foundation,9840 Midland Rd,Freeland,MI,48623,US,,43.552163,-84.154403
311811,sg:4d83012eefaf48b4913a3fa59277af20,Cakes by Connie,8293 Tinkler Rd,Sterling Heights,MI,48312,US,15862687464,42.579016,-83.025681
311811,sg:b9d59e9fa60649948e73b78d0b6f726c,Mill Pond Bread,1534 Sugarloaf Lake Rd,Chelsea,MI,48118,US,17344757088,42.347105,-84.112442
311811,sg:c9c6dfd28f4a462e914f42f4b3df904f,Sara Lee Bakery Group,210 28th St SE,Grand Rapids,MI,49548,US,16162459127,42.911695,-85.661767
451211,sg:8a7949edb09e4648b848059a7f6825e8,Bargain Book Stores,4630 Danvers Dr SE,Grand Rapids,MI,49512,US,16163012349,42.886448,-85.550824
311811,sg:0eb258b004a94caa992fdb104312d1bb,Bread of Life Bakery,105 N Sophie St,Bessemer,MI,49911,US,19066634005,46.481725,-90.050153
712110,sg:c317d3f8d17e4a4cba60c1076963ed6c,Andrew J Blackbird Museum,368 E Main St,Harbor Springs,MI,49740,US,,45.430424,-84.98476
311811,sg:272a639e15be4975ada1a134b38c0716,Pepperidge Farm,12150 S Beyer Rd,Birch Run,MI,48415,US,19896241000,43.247238,-83.779842
512131,sg:1e6cd9c9187f42be9551664adc06947d,Emagine Entertainment,12280 Dixie Hwy,Birch Run,MI,48415,US,,43.245803,-83.770054
451211,sg:3fe22ff672234895bf2bafa9850067fc,Lo & Behold,10022 Joseph Campau St,Hamtramck,MI,48212,US,13137590075,42.398251,-83.058398
451211,sg:0399ecc8247b4b02937dd39e90906049,West Side Book Shop,113 W Liberty St,Ann Arbor,MI,48104,US,17349951891,42.279425,-83.749327
451211,sg:296d4504155f43dc931db817a779c51b,Topinabee Market and Deli,1541 N Straits Hwy,Topinabee,MI,49791,US,,45.48445,-84.592455
311811,sg:08fd0dc09be54891b681bad44ca17c23,Amy Cakes,2615 Dixie Hwy,Waterford,MI,48328,US,12485997477,42.673172,-83.340171
311811,sg:f7377c480f57410f94397c09d4e554f5,Great Harvest Bread,320 N Drake Rd,Kalamazoo,MI,49009,US,12693430104,42.294601,-85.647557
712110,sg:39226eae6f9e435fb94ed1c91cc9b4e7,Telephone Pioneer Museum,221 N Washington Sq,Lansing,MI,48933,US,15173721400,42.735133,-84.552875
512131,sg:15bdb94618904f09a2c72621d14c9f0c,Little Darlings,2341 S Dort Hwy,Flint,MI,48507,US,18102330774,43.000863,-83.653038
311811,sg:382b7c94c60c4f538fcd31033647b8ec,Sweetheart Bakery,31829 Mound Rd,Warren,MI,48092,US,,42.527454,-83.048179
311811,sg:1f40c5a464104a469f94dcd80cbe3a23,Golden Bakery,26433 Ford Rd,Dearborn Heights,MI,48127,US,13132788877,42.32583,-83.299817
311811,sg:93ecb32cfda94c57b81593206ced0bcd,Sweet Potato Sensations,17337 Lahser Rd,Detroit,MI,48219,US,13135327996,42.417186,-83.257994
311811,sg:f13ce56d468c474b92cda36028820785,Metropolitan Baking Co,8579 Lumpkin St,Detroit,MI,48212,US,13138757246,42.386302,-83.058141
451211,sg:02d3d79ea38440d7a65d16d23910a78a,Barnes and Noble,5132 W. Saginaw Hwy 245,Lansing,MI,48917,US,15173270437,42.742754,-84.626085
311811,sg:087b309c9f1e4870baac21633c3d7c2b,Bakers Shoppe,125 S Main St,Leslie,MI,49251,US,15175898505,42.450639,-84.431719
311811,sg:7542c169d67a456ea406cb58634f0ed9,Patisserie,2715 Bay Rd,Saginaw,MI,48603,US,19899212253,43.444048,-83.975979
311811,sg:a6cb4a066fdb4806930bc113ff57d135,Achatz Pies of Chesterfield,30301 Commerce Blvd,Chesterfield,MI,48051,US,15867492882,42.714913,-82.806165
311811,sg:01ab3215f8514bfbac298a5bd5872e00,Davisburg Bread Company,204 S Saginaw St,Holly,MI,48442,US,,42.790819,-83.627866
311811,sg:0fea1ad0af8a4822a6f1808525aa496f,Peteet's Famous Cheesecakes,13835 W 9 Mile Rd,Oak Park,MI,48237,US,12485452253,42.459374,-83.185179
512131,sg:351c6ffc875b48e6a2b35ffb7651078f,Deja Vu Showgirls,1000 W Jolly Rd,Lansing,MI,48910,US,,42.683834,-84.566968
712110,sg:376a2f1c934f4c55baac5b0f4d910d61,River Of History Museum,531 Ashmun St,Sault S Marie,MI,49783,US,,46.496538,-84.347931
311811,sg:7564d4cd8f3b40be978bbb5af8e0464c,Al Andalus Manaeesh,26012 Ford Rd,Dearborn Heights,MI,48127,US,13137443434,42.326597,-83.294569
451211,sg:b26075ea6553448999c37f8df64b6c3e,Coyote Wisdom Books and More,2442 N Grand River Ave,Lansing,MI,48906,US,15173231707,42.75936,-84.565444
512131,sg:2f67ac0d13a24a0184ea2b38d214a974,Cavern Clubs Entertainment Complex,210 S 1st St,Ann Arbor,MI,48104,US,17349138890,42.280117,-83.751282
311811,sg:47c944dfd3d040e18d8b5fc639dd3fbc,Allie B Bakery,38373 Dodge Park Rd,Sterling Heights,MI,48312,US,,42.576632,-83.011127
311811,sg:d5ee48b1e4fa4fbd8987fda5896e7edb,Vargas & Sons Tortillas Bakery,125 S Park Ave,Saginaw,MI,48607,US,19897544636,43.431215,-83.932808
451211,sg:066a6f6b698b4171969a174ddb807b30,Big Ben's Comix Oasis,6711 Allen Rd,Allen Park,MI,48101,US,13133820700,42.257438,-83.210172
311811,sg:14697e247ad0439aa9a4dad96fbc176e,Shorja Imported Foods,528 W 7 Mile Rd,Highland Park,MI,48203,US,13138918932,42.432411,-83.108652
311811,sg:306f2882d95545de9647f82ca494e981,Tasty Bakery,416 W Huron St Ste 24,Ann Arbor,MI,48103,US,17347071046,42.2819,-83.752888
